qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
CDX76281	AT4G34430	86.126	2883	339	27	53	2895	91	2952	0	3051
CDX76321	AT4G35230	88.961	1549	136	18	1	1524	1	1539	0	1881
CDX76381	AT1G53360	88.235	68	5	3	268	335	151	215	1.4e-13	78.7
CDX76554	AT4G17870	85.662	272	39	0	1	272	1	272	8.58e-77	287
CDX76435	AT4G21610	84.577	402	56	2	58	456	49	447	4.88e-109	394
CDX76266	AT3G42050	90.995	744	67	0	664	1407	583	1326	0	1003
CDX76528	AT4G18340	88.065	1173	128	9	1	1170	1	1164	0	1380
CDX76289	AT4G34550	81.208	149	25	1	436	581	292	440	1.56e-25	117
CDX76385	AT4G22130	88.055	2118	226	10	1	2097	1	2112	0	2484
CDX76414	AT4G21070	85.702	1196	166	4	1497	2691	1635	2826	0	1256
CDX76423	AT4G21200	90.811	555	51	0	1	555	463	1017	0	743
CDX76494	AT4G19120	90.527	929	82	2	1	926	1	926	0	1223
CDX76493	AT2G36620	89.13	138	12	1	293	427	356	493	3.02e-41	169
CDX76474	AT4G19580	81.155	329	59	2	1	329	1	326	8.2e-69	261
CDX76587	AT4G16845	83.361	1214	169	15	1	1193	1	1202	0	1092
CDX76311	AT4G35070	79.459	813	99	37	1	761	1	797	6.02e-145	514
CDX76471	AT1G48820	73.602	644	151	10	541	1173	466	1101	5.91e-59	230
CDX76506	AT4G18880	85.137	619	83	2	23	635	32	647	3.88e-178	625
CDX76396	AT4G21830	80.952	378	72	0	27	404	18	395	1.02e-80	300
CDX76559	AT4G17710	79.496	2141	365	42	34	2149	19	2110	0	1454
CDX76534	AT4G18240	88.477	2673	298	8	393	3063	459	3123	0	3221
CDX76540	AT4G18195	86.015	1187	151	6	1	1184	1	1175	0	1258
CDX76317	AT4G35180	82.343	623	98	8	229	845	820	1436	6.65e-150	531
CDX76515	AT4G18550	88.369	705	80	2	494	1197	608	1311	0	846
CDX76478	AT4G19510	81.661	3419	575	30	1	3405	121	3501	0	2793
CDX76573	AT4G17390	93.583	561	36	0	1	561	55	615	0	837
CDX76497	AT4G19110	88.651	1401	138	10	1	1386	1	1395	0	1687
CDX76507	AT4G18690	85.197	304	38	4	12	314	9	306	3.72e-82	305
CDX76373	AT1G79160	75.867	750	100	38	1	711	13	720	1.02e-82	307
CDX76359	AT4G22670	84.65	1329	126	30	1	1263	1	1317	0	1253
CDX76564	AT4G17560	83.431	682	90	14	1	663	1	678	1.8e-174	612
CDX76426	AT4G21440	83.051	1062	137	22	1	1030	1	1051	0	924
CDX76518	AT4G18530	84.412	1174	139	19	1	1149	16	1170	0	1114
CDX76417	AT4G21105	90.821	207	19	0	1	207	1	207	2.14e-74	278
CDX76500	AT3G05370	79.903	413	69	7	77	476	53	464	1.24e-77	291
CDX76398	AT4G21800	88.14	430	40	5	231	650	660	1088	4e-141	501
CDX76576	AT4G17140	91.873	2990	240	1	1487	4476	9674	12660	0	4172
CDX76546	AT4G18070	77.557	352	53	14	131	460	149	496	3.65e-47	189
CDX76562	AT4G17650	87.614	549	57	3	170	717	233	771	6.95e-179	627
CDX76561	AT4G17660	84.351	1163	160	13	1	1155	1	1149	0	1120
CDX76438	AT4G21670	86.311	1914	212	27	15	1885	12	1918	0	2037
CDY48094	AT1G49340	92.054	3423	264	5	626	4041	881	4302	0	4807
CDY48093	AT1G49330	81.119	429	75	4	26	451	497	922	2.29e-92	339
CDY48091	AT1G49320	84.804	816	118	6	27	839	30	842	0	815
CDY48088	AT1G49310	87.866	239	26	3	1	236	1	239	2.59e-74	278
CDY40632	AT4G35470	83.513	1668	225	25	1	1637	1	1649	0	1511
CDY40647	AT4G35070	84.146	164	24	2	546	708	471	633	1.08e-37	158
CDY40621	AT4G35560	85.872	3171	364	27	1	3105	1	3153	0	3297
CDY40618	AT4G35600	83.416	1013	164	4	155	1165	176	1186	0	937
CDY40657	AT4G34800	90.975	277	25	0	189	465	9	285	6.36e-103	374
CDY40625	AT4G35520	86.532	3475	400	23	1	3450	1	3432	0	3762
CDY40624	AT4G35530	85.544	588	70	8	1	573	1	588	3.34e-171	601
CDY40643	AT4G35180	83.848	1424	212	8	12	1420	9	1429	0	1339
CDY40652	AT5G07690	79.808	104	17	4	232	333	232	333	4.67e-12	73.1
CDY40638	AT4G35310	92.045	440	35	0	1	440	1228	1667	7.05e-177	619
CDY40641	AT4G35280	84.92	809	92	14	80	879	68	855	0	791
CDY40623	AT4G35550	82.497	817	95	24	1	790	4	799	0	673
CDY40630	AT4G35490	81.013	316	54	4	1	314	1	312	9.57e-65	246
CDY40619	AT4G35600	85.619	1203	147	7	9	1210	9	1186	0	1240
CDY40656	AT4G34850	88.792	1151	129	0	1	1151	1	1151	0	1411
CDY40649	AT4G35500	85.256	156	22	1	147	301	1022	1177	1.27e-38	159
CDY40628	AT4G35490	87.898	471	54	1	1	471	1	468	2.77e-156	551
CDY40654	AT4G34970	87.027	370	42	4	1	370	61	424	1.07e-114	412
CDY40644	AT4G35170	85.172	816	114	7	39	852	90	900	0	830
CDY40651	AT4G35000	88.005	867	98	6	1	864	1	864	0	1020
CDY40653	AT4G34980	85.432	2279	324	7	26	2302	21	2293	0	2362
CDY72087	AT4G31380	88.679	265	30	0	45	309	111	375	4.21e-88	324
CDY60222	AT3G49200	81.592	804	124	15	685	1482	739	1524	0	643
CDY68716	AT1G08380	87.5	344	34	3	20	354	77	420	1.75e-107	388
CDY68717	AT1G08370	83.163	1075	140	24	44	1087	35	1099	0	944
CDY17242	AT5G40170	76.549	452	88	13	70	510	84	528	1.62e-59	231
CDY17209	AT2G33860	86.248	1847	196	37	1	1809	1	1827	0	1951
CDY17257	AT2G34530	85.666	586	63	5	219	783	216	801	6.26e-170	597
CDY17189	AT2G33680	86.016	851	117	2	623	1472	1460	2309	0	911
CDY17259	AT2G34555	83.317	1013	159	8	1	1008	1	1008	0	926
CDY17173	AT2G33410	88.599	728	71	6	1	719	1	725	0	874
CDY17217	AT2G34050	91.26	492	43	0	184	675	256	747	0	671
CDY17119	AT2G32960	83.205	780	102	12	1	767	1	764	0	688
CDY17188	AT5G35080	83.274	849	136	5	1	843	1	849	0	776
CDY17270	AT2G34620	87.528	890	97	4	1	878	1	888	0	1016
CDY17203	AT2G33793	92.308	143	11	0	89	231	269	411	4.22e-52	204
CDY17153	AT2G33230	87.46	1244	152	4	70	1311	55	1296	0	1430
CDY17192	AT1G47128	87.129	101	13	0	1	101	1023	1123	1.92e-25	115
CDY17224	AT3G18430	89.943	527	53	0	1	527	1	527	0	680
CDY17170	AT2G33390	89.796	245	19	6	70	314	58	296	1.2e-83	309
CDY17171	AT2G33400	82.1	743	99	20	1	717	1	735	3.46e-172	604
CDY17215	AT2G34000	87.097	434	50	4	1	434	1	428	1.57e-136	486
CDY17187	AT2G33570	82.259	1505	221	29	1	1473	1	1491	0	1258
CDY17169	AT2G33385	88.654	1137	117	5	1	1137	1	1125	0	1375
CDY17204	AT2G33810	88.442	398	31	10	1	389	1	392	9.37e-131	466
CDY17190	AT2G33700	87.643	1133	114	8	8	1118	5	1133	0	1293
CDY17181	AT2G33510	85.427	597	57	17	1	594	1	570	5.8e-169	593
CDY17206	AT2G33835	80.64	625	116	3	664	1284	568	1191	6.2e-134	479
CDY17211	AT2G33880	86.263	1172	111	27	1	1147	1	1147	0	1227
CDY17207	AT2G33845	83.333	540	61	19	19	536	4	536	2.6e-132	472
CDY17218	AT2G34060	88.333	780	91	0	178	957	262	1041	0	937
CDY17135	AT1G26700	86.399	772	80	12	34	804	909	1656	0	821
CDY17165	AT2G33340	90.938	1578	143	0	1	1578	1	1578	0	2122
CDY17225	AT2G34150	81.106	2477	354	65	1	2411	1	2429	0	1877
CDY17177	AT2G33480	80.798	802	82	45	14	755	14	803	2.11e-159	562
CDY17269	AT2G34610	80.731	301	32	17	536	814	572	868	9.59e-54	211
CDY17272	AT2G34640	86.784	1589	194	11	1	1578	1	1584	0	1757
CDY17244	AT2G34400	84.302	1548	237	6	1	1545	304	1848	0	1507
CDY17219	AT2G34070	86.649	1161	140	9	1	1149	1	1158	0	1271
CDY17142	AT3G22040	77.178	241	49	4	198	435	243	480	5.21e-31	135
CDY17120	AT2G32970	82.617	1651	257	9	366	2001	438	2073	0	1432
CDY17168	AT2G33380	88.092	655	78	0	14	668	14	668	0	778
CDY17237	AT2G34357	86.611	3854	443	31	1	3792	1	3843	0	4191
CDY17167	AT2G33360	79.571	1165	170	30	452	1569	669	1812	0	771
CDY17222	AT2G34090	88.296	1350	131	23	1	1335	1	1338	0	1592
CDY17191	AT2G33710	83.508	667	82	17	1	650	1	656	4.93e-170	597
CDY17136	AT1G43670	90.943	806	73	0	262	1067	208	1013	0	1085
CDY17176	AT2G33470	90.312	609	59	0	1	609	1	609	0	798
CDY17172	AT1G16250	82.891	339	47	6	52	380	1	338	4.75e-79	294
CDY17143	AT3G22040	73.462	520	122	12	259	770	256	767	7.07e-45	182
CDY17147	AT3G22040	78.632	234	42	6	265	494	256	485	7.23e-35	148
CDY17233	AT2G34260	89.355	1024	95	4	1	1011	1	1023	0	1275
CDY17205	AT2G33830	88.991	327	33	1	1	324	1	327	1.99e-111	401
CDY17123	AT2G32990	90.176	1537	146	3	34	1569	46	1578	0	1997
CDY17122	AT2G32980	90.367	654	42	10	160	795	127	777	0	839
CDY17235	AT2G34310	91.743	109	9	0	546	654	597	705	4.64e-36	152
CDY17185	AT2G33550	84.187	879	112	17	97	951	64	939	0	828
CDY17261	AT2G34570	90.654	321	30	0	1	321	1	321	8.19e-119	427
CDY17193	AT1G47128	79.915	946	163	13	22	955	22	952	0	669
CDY17195	AT2G33735	86.957	368	37	4	1	367	1	358	6.37e-112	403
CDY17273	AT2G34650	86.737	1327	159	7	1	1320	1	1317	0	1459
CDY17271	AT2G34630	87.744	1232	137	9	33	1263	51	1269	0	1426
CDY17255	AT2G34510	85.773	1209	163	4	1	1203	1	1206	0	1271
CDY17260	AT2G34560	85.824	1171	131	20	1	1152	1	1155	0	1210
CDY17214	AT2G33990	83.236	686	95	7	1	676	1	676	2.18e-174	612
CDY17130	AT2G33040	92.441	979	72	2	1	978	1	978	0	1397
CDY17152	AT2G33210	90.354	933	88	2	1	932	1	932	0	1223
CDY17258	AT2G34540	86.982	868	111	2	1	867	1	867	0	976
CDY17184	AT2G33540	90.539	1131	107	0	2473	3603	2596	3726	0	1496
CDY17232	AT4G19000	75.465	269	62	4	358	624	445	711	1.43e-28	128
CDY17216	AT2G34040	86.063	696	73	14	300	995	981	1652	0	726
CDY17213	AT2G33980	89.184	564	56	4	143	705	218	777	0	699
CDY17196	AT2G33740	85.798	514	62	8	46	558	46	549	3.34e-151	534
CDY17161	AT2G33320	80.09	221	35	7	91	310	1033	1245	4.63e-37	156
CDY17186	AT2G33560	82.909	1217	141	31	4	1188	7	1188	0	1033
CDY17178	AT2G33490	86.298	1883	214	16	1	1858	1	1864	0	2008
CDY65417	AT2G03510	92.212	963	75	0	67	1029	76	1038	0	1363
CDY64957	AT5G40570	87.291	299	36	2	54	351	75	372	1.22e-92	340
CDY36615	AT2G03620	89.399	1264	134	0	1	1264	1	1264	0	1592
CDY36605	AT1G53800	86.646	1303	150	9	1	1294	1	1288	0	1421
CDY36630	AT1G54040	79.347	1041	191	18	1	1032	1	1026	0	710
CDY36628	AT1G54020	80.038	1052	202	8	71	1118	65	1112	0	773
CDY36623	AT1G54020	82.281	1061	182	6	61	1118	55	1112	0	913
CDY36625	AT1G54030	87.255	204	26	0	1	204	745	948	9.88e-61	233
CDY36608	AT1G53840	81.452	1736	293	21	1	1714	1	1729	0	1395
CDY36603	AT1G53760	88.156	819	79	8	1	801	1	819	0	959
CDY36604	AT1G53770	81.986	1682	223	37	17	1631	23	1691	0	1354
CDY67848	AT1G67230	85.572	1504	194	12	8	1495	1007	2503	0	1554
CDY67849	AT1G67230	87.394	825	101	1	76	900	109	930	0	944
CDY70487	ATMG00560	98.496	133	2	0	93	225	918	1050	1.43e-61	235
CDY55270	AT1G72890	100	29	0	0	236	264	785	813	3.39e-06	54.7
CDY55274	AT3G59990	80.899	178	23	10	158	328	87	260	1.06e-29	130
CDY25940	AT2G01300	83.227	471	69	6	1	466	1	466	6.31e-118	424
CDY25988	AT2G45730	78.018	555	65	33	15	515	156	707	1.87e-79	296
CDY25944	AT2G01150	78.329	383	55	19	1	381	1	357	2.25e-57	222
CDY25943	AT2G01180	82.102	961	156	12	10	956	10	968	0	808
CDY25937	AT2G01340	83.661	661	88	15	1	654	1	648	2.96e-172	604
CDY25982	AT5G47180	88.376	671	62	8	1	663	1	663	0	793
CDY25983	AT5G47140	86.453	406	40	9	701	1101	686	1081	1.16e-119	431
CDY25958	AT5G47560	88.727	754	85	0	711	1464	870	1623	0	922
CDY25952	AT5G47670	84.259	648	64	13	1	611	1	647	4.72e-170	597
CDY25960	AT5G47540	88.109	1026	119	3	97	1119	7	1032	0	1216
CDY25961	AT5G47530	88.095	168	20	0	690	857	882	1049	2.29e-50	200
CDY25947	AT2G01110	84.884	430	56	4	77	503	194	617	2.94e-118	425
CDY25930	AT2G01490	87.651	745	89	2	1	745	67	808	0	863
CDY25950	AT5G47720	90.705	1248	116	0	1	1248	1	1248	0	1663
CDY25955	AT5G47640	88.868	539	52	6	1	538	1	532	0	656
CDY25939	AT2G01330	88.14	1855	200	4	1	1854	1	1836	0	2189
CDY25971	AT5G47370	88.454	485	50	3	262	743	355	836	5.78e-165	580
CDY25935	AT1G79850	83.196	363	54	6	5	365	11	368	1.62e-88	326
CDY25968	AT5G47380	84.514	1821	223	25	1	1787	1	1796	0	1746
CDY25951	AT5G47680	87.816	870	103	2	112	981	82	948	0	1016
CDY25938	AT1G18370	90.123	243	21	1	1	240	2683	2925	6.91e-85	313
CDY25942	AT2G01190	78.041	296	36	17	1614	1887	1875	2163	8.19e-38	159
CDY25949	AT5G47730	89.321	1002	106	1	1	1002	1	1001	0	1256
CDY25941	AT2G01250	90.733	723	67	0	7	729	7	729	0	965
CDY25963	AT5G47520	88.906	658	73	0	1	658	1	658	0	811
CDY25948	AT5G47760	88.362	928	85	12	1	927	1	906	0	1094
CDY25954	AT5G47650	86.778	900	101	8	93	985	84	972	0	987
CDY25934	AT1G79850	83.149	362	56	4	5	365	11	368	1.67e-88	326
CDY70901	AT3G09230	82.319	871	113	15	10	861	334	1182	0	717
CDY66027	AT1G09150	92.424	528	40	0	178	705	1	528	0	754
CDY66028	AT1G09140	87.445	677	58	11	1	653	1	674	0	754
CDY66029	AT1G09070	84.551	479	68	3	1	476	1	476	1.02e-131	470
CDY69236	AT3G29110	73.529	272	68	4	42	311	318	587	3.87e-20	100
CDY72339	AT1G50420	86.22	254	29	4	1	248	1	254	4.51e-72	270
CDY63706	AT5G44550	87.605	597	71	2	1	597	1	594	0	689
CDY66390	AT4G15210	76.082	439	96	9	514	949	304	736	1.95e-56	220
CDY66389	AT5G42280	72.286	1299	274	61	313	1580	340	1583	7.34e-88	326
CDY66394	AT1G78700	83.532	419	52	5	7	412	562	976	1.59e-103	375
CDY55467	AT3G54350	86.64	741	81	15	22	753	1378	2109	0	804
CDY48215	AT4G03560	89.222	2004	198	10	1	1992	1	1998	0	2488
CDY48204	AT4G03410	85.205	926	114	18	26	944	23	932	0	929
CDY48203	AT4G03390	84.311	2352	282	30	4	2298	10	2331	0	2218
CDY48208	AT4G03460	87.097	1798	220	8	77	1865	86	1880	0	2025
CDY48212	AT1G80370	85.9	844	116	2	288	1131	537	1377	0	896
CDY48206	AT4G03430	87.892	669	81	0	592	1260	2155	2823	0	787
CDY37264	AT1G75020	85.714	959	137	0	391	1349	25	983	0	1013
CDY37265	AT1G75010	89.041	146	10	3	148	293	1645	1784	1.46e-43	176
CDY37250	AT1G75280	75.241	933	211	15	1	926	1	920	3.59e-118	425
CDY37259	AT1G75160	87.175	1193	146	5	1	1191	1	1188	0	1349
CDY37269	AT1G74950	80.144	418	56	9	52	451	43	451	1.35e-76	287
CDY37249	AT1G75270	87.204	633	81	0	6	638	3	635	0	721
CDY37247	AT1G75330	89.63	675	70	0	1	675	343	1017	0	859
CDY37275	AT1G74730	86.644	584	76	2	12	594	15	597	0	645
CDY37273	AT1G74830	90.909	88	8	0	3	90	289	376	5e-26	119
CDY37277	AT1G74700	87.767	842	100	2	29	870	5	843	0	981
CDY37270	AT1G74910	90.385	1248	114	2	1	1242	1	1248	0	1635
CDY37268	AT1G74960	90.054	1106	110	0	191	1296	521	1626	0	1434
CDY50723	AT1G30690	85.286	1135	129	19	472	1593	514	1623	0	1136
CDY50721	AT4G13330	86.689	1187	142	10	97	1269	103	1287	0	1303
CDY33224	AT1G53660	85.542	83	12	0	1	83	223	305	1.42e-17	87.9
CDY33258	AT3G13990	83.048	1345	164	25	387	1699	255	1567	0	1162
CDY33233	AT3G14310	87.44	207	22	2	70	275	1255	1458	3.02e-61	235
CDY33240	AT3G14220	85.27	1093	147	11	1	1080	1	1092	0	1114
CDY33245	AT1G54070	82.558	86	15	0	1	86	1	86	1.07e-13	76.8
CDY33251	AT3G14067	85.757	2331	323	3	7	2328	4	2334	0	2457
CDY33250	AT3G14075	85.335	1923	225	24	1	1878	1	1911	0	1936
CDY33246	AT3G14180	89.017	173	19	0	715	887	1042	1214	8.29e-55	215
CDY33218	AT3G14440	87.514	1794	222	2	1	1793	1	1793	0	2071
CDY33253	AT3G14020	86.85	327	33	7	435	760	396	713	1.31e-97	357
CDY33227	AT3G14330	81.763	1985	323	20	75	2025	154	2133	0	1624
CDY33254	AT3G14010	82.502	1503	205	31	221	1706	89	1550	0	1266
CDY33249	AT3G14080	93.282	387	26	0	1	387	1	387	1.73e-162	571
CDY33243	AT3G14200	82.602	638	72	11	18	649	27	631	6.97e-149	527
CDY33219	AT3G14430	87.446	231	27	2	1	230	1	230	1.88e-70	265
CDY33229	AT3G14310	87.586	1023	113	11	698	1713	764	1779	0	1173
CDY33236	AT3G14280	87.413	429	45	2	1	423	1	426	2.55e-136	484
CDY33257	AT3G14000	81.76	466	49	14	56	506	74	518	1.67e-97	357
CDY33248	AT3G14120	88.943	2035	201	9	1	2020	1	2026	0	2490
CDY33237	AT3G14270	90.057	2967	260	9	2273	5208	2414	5376	0	3812
CDY33244	AT3G14190	81.388	317	34	15	1	309	10	309	3.77e-61	235
CDY33230	AT5G16650	87.647	340	26	5	148	479	1	332	4.42e-105	381
CDY67918	AT3G07160	89.273	2834	288	13	7	2835	103	2925	0	3535
CDY72230	AT3G43250	84.421	475	64	8	1	467	1	473	2.59e-128	459
CDY64762	AT3G60380	79.516	1157	178	32	1002	2130	1107	2232	0	769
CDY64766	AT3G60245	93.141	277	19	0	102	378	3	279	5.05e-113	407
CDY64763	AT3G60340	90.258	893	84	1	31	923	22	911	0	1164
CDY64759	AT3G60460	81.907	923	92	31	1	896	10	884	0	710
CDY64765	AT3G60250	90.299	670	54	8	138	804	170	831	0	867
CDX92741	AT4G26000	84.786	1492	201	11	1	1476	1	1482	0	1474
CDX92667	AT4G25030	84.951	1030	127	18	398	1422	29	1035	0	1018
CDX92859	AT4G28030	86.816	804	86	11	1	785	1	803	0	880
CDX92687	AT4G25260	86.242	596	80	2	12	606	12	606	0	645
CDX92772	AT4G26415	81.576	863	126	8	1	830	1	863	0	682
CDX92653	AT4G24790	85.921	1868	222	20	445	2293	712	2557	0	1954
CDX92791	AT4G26940	88.412	1234	108	11	1	1209	1	1224	0	1454
CDX92880	AT4G28530	82.343	589	74	9	18	591	480	1053	3.66e-136	484
CDX92617	AT4G24150	82.889	976	127	24	278	1224	329	1293	0	841
CDX92904	AT4G28940	85.701	1049	142	7	1	1045	1	1045	0	1099
CDX92655	AT4G24830	89.781	137	14	0	56	192	1208	1344	7.75e-44	176
CDX92676	AT4G25100	90.566	636	57	2	1	636	1	633	0	839
CDX92752	AT4G26080	87.045	988	126	2	247	1233	319	1305	0	1114
CDX92669	AT4G25050	85.158	411	47	7	1	407	1	401	1.53e-113	409
CDX92908	AT4G29010	86.029	2176	264	15	1	2156	1	2156	0	2298
CDX92627	AT4G24250	88.062	1424	136	17	16	1428	22	1422	0	1657
CDX92858	AT4G28025	83.684	380	44	4	137	498	95	474	1.93e-93	342
CDX92613	AT4G24060	87.691	1048	59	25	1	1013	1	1013	0	1157
CDX92673	AT4G25080	95.745	47	2	0	1	47	688	734	8.22e-14	76.8
CDX92895	AT4G28775	78.61	187	35	2	52	234	61	246	2.38e-26	119
CDX92887	AT4G28610	87.379	824	97	4	452	1269	404	1226	0	939
CDX92716	AT4G25540	88.248	3225	341	23	1	3203	1	3209	0	3821
CDX92825	AT4G27330	77.665	197	37	5	36	228	48	241	2.72e-24	113
CDX92848	AT4G27880	89.106	817	89	0	98	914	161	977	0	1016
CDX92831	AT4G27435	91.287	505	44	0	1	505	1	505	0	689
CDX92900	AT4G28890	82.192	1241	158	21	71	1248	59	1299	0	1009
CDX92730	AT4G25730	85.409	2433	324	17	9	2424	3	2421	0	2497
CDX92670	AT4G25080	87.447	940	116	2	1	939	1	939	0	1081
CDX92842	AT4G24940	89.886	969	98	0	1	969	1	969	0	1247
CDX92751	AT4G26070	86.83	1063	132	3	1	1056	1	1062	0	1181
CDX92906	AT4G28990	81.065	507	59	16	402	892	445	930	1.72e-101	370
CDX92774	AT4G26450	81.86	2183	266	46	1	2109	1	2127	0	1718
CDX92898	AT4G28840	83.219	584	56	16	1	548	1	578	4.38e-140	497
CDX92646	AT4G24590	84.286	700	80	11	36	723	45	726	0	656
CDX92640	AT4G24530	84.457	341	42	7	455	785	1220	1559	3.12e-88	326
CDX92735	AT4G25840	85.556	900	106	11	1	879	1	897	0	920
CDX92840	AT4G27800	84.531	1183	156	7	1	1174	1	1165	0	1146
CDX92889	AT4G28700	82.851	1487	253	2	8	1493	5	1490	0	1332
CDX92882	AT2G18760	88.637	2121	198	22	1299	3389	1456	3563	0	2542
CDX92661	AT4G24920	90.952	210	19	0	1	210	1	210	4.66e-76	283
CDX92826	AT4G27390	90.533	338	30	1	47	384	373	708	1.08e-124	446
CDX92892	AT4G28730	89.512	410	25	10	124	518	100	506	9.05e-142	503
CDX92748	AT4G26050	86.294	912	92	13	214	1125	274	1152	0	961
CDX92884	AT4G28570	83.699	2233	319	34	1	2203	1	2218	0	2065
CDX92618	AT4G24160	89.125	1177	121	3	28	1203	87	1257	0	1458
CDX92846	AT4G27870	83.68	674	98	6	1181	1845	1616	2286	6.57e-178	625
CDX92663	AT4G24960	87.376	404	48	3	6	407	6	408	4.55e-129	460
CDX92647	AT4G24620	87.062	1855	206	21	8	1845	5	1842	0	2065
CDX92641	AT4G24540	88.208	653	67	7	37	687	1	645	0	771
CDX92763	AT4G26330	86.753	2159	260	14	163	2299	37	2191	0	2379
CDX92650	AT4G24760	88.39	1068	118	2	1	1068	1	1062	0	1280
CDX92885	AT4G28570	89.328	253	26	1	38	289	1907	2159	6.68e-86	316
CDX92755	AT4G26200	90.872	745	67	1	499	1243	601	1344	0	998
CDX92878	AT4G28500	88.139	919	101	6	1	912	1	918	0	1086
CDX92861	AT4G28060	91.139	237	21	0	292	528	1	237	2.67e-87	322
CDX92881	AT4G28530	90.741	324	30	0	121	444	160	483	1.1e-120	433
CDX92784	AT4G27040	90.969	753	68	0	1	753	1	753	0	1014
CDX92675	AT4G25090	81.506	1076	176	16	97	1158	229	1295	0	863
CDX92642	AT4G24550	92.049	1132	84	2	1	1132	1	1126	0	1587
CDX92719	AT4G25570	88.341	669	74	2	1	669	1	665	0	800
CDX92778	AT4G27120	89.445	919	74	15	1	918	1	897	0	1138
CDX92867	AT4G28400	85.581	860	109	4	1	854	1	851	0	887
CDX92707	AT4G25420	88.769	1113	116	6	12	1124	15	1118	0	1354
CDX92828	AT4G27410	88.462	858	91	6	1	851	1	857	0	1029
CDX92824	AT4G27290	86.018	2496	325	14	1	2478	1	2490	0	2654
CDX92717	AT4G25550	95.025	603	30	0	1	603	1	603	0	948
CDX92843	AT3G05970	85.965	171	13	3	445	614	1483	1643	3.51e-42	172
CDX92634	AT1G07700	85.906	447	56	6	20	463	210	652	8.15e-132	470
CDX92649	AT4G24690	81.148	2143	305	47	1	2074	1	2113	0	1628
CDX92705	AT4G25410	84.234	666	96	3	1	657	1	666	0	640
CDX92656	AT1G62130	73.288	1037	190	52	56	1083	1916	2874	3.16e-80	300
CDX92696	AT4G25350	87.447	1649	194	8	530	2171	583	2225	0	1886
CDX92677	AT4G25120	90.783	1725	139	10	1565	3288	1739	3444	0	2287
CDX92829	AT4G27420	85.929	1926	246	20	22	1933	1	1915	0	2032
CDX92855	AT4G27970	87.665	1443	162	10	1	1435	1	1435	0	1664
CDX92688	AT4G25290	87.392	1967	227	11	70	2015	55	2021	0	2239
CDX92619	AT4G24180	87.339	853	105	1	1	853	1	850	0	974
CDX92718	AT4G25560	83.554	754	97	15	35	779	23	758	0	680
CDX92768	AT4G26400	83.976	493	72	6	431	921	578	1065	2.09e-130	466
CDX92871	AT4G28440	88.152	422	48	2	18	438	27	447	2.7e-141	501
CDX92658	AT4G24840	87.939	2280	260	8	1	2274	1	2271	0	2673
CDX92794	AT5G55180	78.269	1017	203	15	28	1035	25	1032	0	638
CDX92912	AT4G29035	82.857	455	66	10	8	456	8	456	3.7e-110	398
CDX92802	AT5G07020	86.477	281	27	6	61	334	331	607	3.88e-80	298
CDX92643	AT4G24560	84.167	3057	421	21	1	3036	1	3015	0	2905
CDX92788	AT4G26990	84.286	490	63	8	15	494	936	1421	1.1e-130	466
CDX92666	AT4G25010	91.372	707	58	1	10	713	16	722	0	965
CDX92865	AT4G32490	90.65	246	23	0	21	266	21	266	2.81e-89	327
CDX92847	AT4G27870	81.579	684	102	9	154	819	1669	2346	8.27e-154	544
CDX92726	AT4G25640	87.669	1403	173	0	373	1775	37	1439	0	1633
CDX92691	AT1G17020	79.821	446	80	9	1	441	637	1077	1.03e-85	316
CDX92808	AT4G26640	83.373	836	89	25	1	793	1	829	0	728
CDX92789	AT4G26980	83.205	1042	151	12	19	1054	4	1027	0	933
CDX92792	AT4G26850	86.007	1222	141	18	1	1200	1	1214	0	1282
CDX92822	AT4G27250	87.652	1069	127	3	1	1068	1	1065	0	1238
CDX92683	AT4G25225	87.135	171	22	0	1	171	103	273	1.79e-49	195
CDX92720	AT4G25580	79.123	570	84	20	1	560	1	545	1.83e-98	361
CDX92615	AT4G24120	89.213	2021	210	8	1	2014	1	2020	0	2518
CDX92770	AT4G26400	83.976	493	72	6	476	966	578	1065	2.2e-130	466
CDX92773	AT4G26430	85.665	872	125	0	1	872	1	872	0	918
CDX92911	AT4G29020	78.526	312	40	11	1	285	1	312	1.28e-44	180
CDX92815	AT4G26555	86.174	622	72	5	1	612	7	624	0	660
CDX92744	AT4G26020	87.097	682	86	2	118	798	64	744	0	771
CDX92812	AT4G26590	86.342	1501	184	11	35	1517	23	1520	0	1616
CDX92695	AT4G25340	79.49	1019	151	26	1	966	1	1014	0	671
CDX92692	AT4G25315	88.415	328	36	2	1	327	1	327	3.36e-109	394
CDX92833	AT4G27480	85.984	1270	170	4	1	1266	1	1266	0	1352
CDX92771	AT4G26410	91.337	404	35	0	389	792	389	792	1.33e-156	553
CDX92626	AT4G24240	81.224	980	121	43	82	1026	81	1032	0	732
CDX92767	AT4G26370	87.129	909	90	7	1	885	1	906	0	1005
CDX92905	AT4G28940	83.175	1052	166	10	1	1048	1	1045	0	952
CDX92639	AT4G24520	90.091	2089	196	6	1	2088	1	2079	0	2700
CDX92714	AT4G25515	81.754	992	150	15	268	1233	394	1380	0	800
CDX92620	AT4G24190	91.729	1330	110	0	1	1330	1	1330	0	1847
CDX92679	AT4G25140	87.404	389	49	0	122	510	107	495	4.5e-125	448
